,SEGMENTID,ONSTREETNAME,WORK_START_DATE,WORK_END_DATE,BOROUGH_CODE
708,13950,franklin avenue,2018-06-25 08:20:22,2018-09-23 23:58:59,S
709,27130,chestnut avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
710,165488,east 61 street,2018-09-01 00:00:00,2018-09-03 23:58:59,M
711,165488,east 61 street,2018-09-01 00:00:00,2018-09-03 23:58:59,M
712,165489,east 61 street,2018-09-01 00:00:00,2018-09-03 23:58:59,M
713,165489,east 61 street,2018-09-01 00:00:00,2018-09-03 23:58:59,M
714,162282,livingston street,2018-08-21 00:00:00,2018-08-28 23:59:59,B
715,20982,39 street,2018-04-04 00:00:00,2018-04-06 23:59:59,B
716,20986,39 street,2018-04-04 00:00:00,2018-04-06 23:59:59,B
717,162283,livingston street,2018-08-21 00:00:00,2018-08-28 23:59:59,B
718,27135,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
719,27135,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
720,27135,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
721,160836,north ramp viaduct,2018-03-30 13:24:19,2018-06-28 23:58:59,S
722,21101,39 street,2018-04-04 00:00:00,2018-04-06 23:59:59,B
723,160836,north ramp viaduct,2018-03-30 13:24:20,2018-06-28 23:58:59,S
724,43331,jefferson avenue,2017-10-19 14:45:23,2018-01-01 23:58:59,B
725,278585,baychester avenue,2017-11-22 14:41:29,2018-01-31 23:59:59,X
726,16178,stanley avenue,2018-04-12 09:24:47,2018-05-11 23:59:59,S
727,165489,east 61 street,2018-09-01 00:00:00,2018-09-03 23:58:59,M
728,167601,hopkinson avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
729,128858,77 street,2018-02-01 09:06:36,2018-05-02 23:58:59,Q
730,162222,3 street,2018-07-02 00:00:00,2018-07-06 23:59:59,B
731,37858,east 82 street,2018-01-20 00:00:00,2018-01-29 23:58:59,M
732,33657,west 31 street,2018-03-24 00:00:00,2018-03-26 23:58:59,M
733,33657,west 31 street,2018-03-24 00:00:00,2018-03-26 23:58:59,M
734,43550,jefferson avenue,2017-10-31 12:29:26,2018-01-01 23:58:59,B
735,43945,schaefer street,2017-10-31 11:55:52,2018-01-01 23:58:59,B
736,160837,north ramp viaduct,2018-01-01 00:00:00,2018-03-01 23:58:59,S
737,127201,51 street,2018-02-06 00:00:00,2018-03-07 23:58:59,B
738,127201,51 street,2018-02-06 00:00:00,2018-03-07 23:58:59,B
739,13216,douglas road,2018-02-20 00:00:00,2018-03-22 23:58:59,S
740,192286,nevins street,2018-01-24 12:34:17,2018-02-20 23:58:59,B
741,192287,nevins street,2018-01-24 12:34:16,2018-02-20 23:58:59,B
742,192287,nevins street,2018-01-24 12:34:17,2018-02-20 23:58:59,B
743,167602,hopkinson avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
744,167603,hopkinson avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
745,225310,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
746,225310,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
747,167604,hopkinson avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
748,160836,north ramp viaduct,2018-03-30 13:24:21,2018-06-28 23:58:59,S
749,119212,195 street,2018-01-01 00:00:00,2018-04-01 23:58:59,Q
750,162274,st marks place,2018-02-02 00:00:00,2018-03-03 23:58:59,B
751,30830,skillman street,2017-10-31 12:32:22,2018-01-01 23:58:59,B
752,37451,east 77 street,2017-10-13 13:29:28,2018-01-01 23:58:59,M
753,225310,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
754,16243,creston place,2018-02-07 06:36:10,2018-03-08 23:58:59,S
755,109245,coverly avenue,2018-02-28 09:22:15,2018-03-30 23:58:59,S
756,109246,coverly avenue,2018-02-28 09:22:14,2018-03-30 23:58:59,S
757,164179,bethune street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
758,164180,bethune street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
759,75927,leverich street,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
760,163726,washington avenue,2018-04-23 00:00:00,2018-05-11 23:59:59,B
761,163727,washington avenue,2018-04-23 00:00:00,2018-05-11 23:59:59,B
762,109250,coverly avenue,2018-02-28 09:22:14,2018-03-30 23:58:59,S
763,34102,west 53 street,2018-01-20 00:00:00,2018-01-21 23:58:59,M
764,164178,bank street,2018-05-02 00:00:00,2018-05-11 23:59:59,M
765,112579,creston place,2018-03-07 08:00:04,2018-06-04 23:58:59,S
766,168559,norwood avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
767,89580,edenwald avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,X
768,22348,10 street,2018-03-27 08:05:12,2018-04-27 23:58:59,B
769,48860,decatur street,2018-01-06 00:00:00,2018-01-08 23:58:59,Q
770,13514,woodruff lane,2018-01-01 00:00:00,2018-02-17 23:58:59,S
771,14346,oceanside avenue,2018-02-14 00:00:00,2018-02-17 23:58:59,S
772,13411,ridgefield avenue,2017-12-14 07:21:08,2018-01-13 23:58:59,S
773,132176,50 street,2017-12-10 00:00:00,2018-01-04 23:58:59,Q
774,132179,50 street,2017-12-10 00:00:00,2018-01-04 23:58:59,Q
775,48860,decatur street,2018-01-06 00:00:00,2018-01-08 23:58:59,Q
776,54076,amstel boulevard,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
777,114821,coverly avenue,2018-02-28 09:22:15,2018-03-30 23:58:59,S
778,162579,pierrepont street,2018-05-05 00:00:00,2018-05-07 23:58:59,B
779,162579,pierrepont street,2018-05-05 00:00:00,2018-05-07 23:58:59,B
780,168560,norwood avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
781,5985,ramblewood avenue,2017-10-11 12:18:08,2018-01-08 23:58:59,S
782,167544,tapscott street,2018-06-04 00:00:00,2018-06-08 23:59:59,B
783,162579,pierrepont street,2018-05-05 00:00:00,2018-05-07 23:58:59,B
784,90581,59 avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
785,22828,bond street,2018-09-28 00:00:00,2018-12-11 23:58:59,B
786,186632,prince street,2018-07-16 00:00:00,2018-07-20 23:59:59,B
787,26723,east 2 street,2018-02-05 00:00:00,2018-03-06 23:58:59,B
788,165359,east 48 street,2018-04-20 09:31:44,2018-05-01 23:58:59,M
789,23175,pearl street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
790,23175,pearl street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
791,76766,warren street,2017-10-31 00:00:00,2018-01-01 23:58:59,Q
792,8163,graves street,2017-10-19 15:10:31,2018-01-01 23:58:59,S
793,23175,pearl street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
794,92645,22 avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
795,43465,ralph avenue,2017-11-29 00:00:00,2018-01-01 23:58:59,B
796,169152,103 avenue,2018-05-07 10:07:20,2018-06-08 23:59:59,Q
797,23203,cortlandt street,2018-02-18 00:00:00,2018-02-26 23:58:59,M
798,23203,cortlandt street,2018-02-18 00:00:00,2018-02-26 23:58:59,M
799,23203,cortlandt street,2018-02-18 00:00:00,2018-02-26 23:58:59,M
800,98058,36 avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
801,69926,east 140 street,2017-10-10 15:02:33,2018-01-07 23:59:59,X
802,98422,36 avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
803,53415,union turnpike,2017-10-24 09:05:11,2018-01-01 23:58:59,Q
804,53424,union turnpike,2017-10-24 09:05:11,2018-01-01 23:58:59,Q
805,98426,36 avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
806,254595,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
807,169153,103 avenue,2018-05-07 10:04:42,2018-06-08 23:59:59,Q
808,22175,9 street,2018-03-19 00:00:00,2018-03-31 23:58:59,B
809,254596,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
810,106040,east 9 street,2018-03-05 10:51:11,2018-03-12 23:58:59,M
811,106040,east 9 street,2018-03-05 10:51:11,2018-03-12 23:58:59,M
812,108674,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
813,169153,103 avenue,2018-05-07 10:04:42,2018-06-08 23:59:59,Q
814,169153,103 avenue,2018-05-07 10:07:19,2018-06-08 23:59:59,Q
815,173681,west 168 street,2018-06-03 00:00:00,2018-06-04 23:58:59,M
816,229555,centre street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
817,173681,west 168 street,2018-06-03 00:00:00,2018-06-04 23:58:59,M
818,75348,woodside avenue,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
819,162579,pierrepont street,2018-04-21 00:00:00,2018-04-23 23:58:59,B
820,162579,pierrepont street,2018-04-21 00:00:00,2018-04-23 23:58:59,B
821,22341,9 street,2018-03-19 00:00:00,2018-03-31 23:58:59,B
822,22345,9 street,2018-03-19 00:00:00,2018-03-31 23:58:59,B
823,162579,pierrepont street,2018-04-21 00:00:00,2018-04-23 23:58:59,B
824,75350,woodside avenue,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
825,75350,woodside avenue,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
826,169153,103 avenue,2018-05-07 10:07:20,2018-06-08 23:59:59,Q
827,132763,battery park viaduct,2017-10-10 00:00:00,2018-01-01 23:58:59,M
828,163727,washington avenue,2018-04-19 00:00:00,2018-04-27 23:59:59,B
829,75350,woodside avenue,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
830,169154,103 avenue,2018-05-07 10:04:42,2018-06-08 23:59:59,Q
831,169159,95 street,2018-05-07 10:23:00,2018-06-08 23:59:59,Q
832,21975,president street,2017-10-19 15:06:14,2018-01-01 23:58:59,B
833,21987,president street,2017-10-19 15:06:15,2018-01-01 23:58:59,B
834,173682,west 168 street,2018-06-03 00:00:00,2018-06-04 23:58:59,M
835,226336,dunton court,2018-03-28 09:41:38,2018-03-31 23:58:59,Q
836,167480,schenectady avenue,2018-05-10 00:00:00,2018-05-16 23:59:59,B
837,173682,west 168 street,2018-06-03 00:00:00,2018-06-04 23:58:59,M
838,169442,park lane south,2018-05-07 09:08:11,2018-06-08 23:59:59,Q
839,169461,95 street,2018-05-07 10:24:39,2018-06-08 23:59:59,Q
840,169466,96 street,2018-05-07 09:57:09,2018-06-08 23:59:59,Q
841,169466,96 street,2018-05-07 09:57:10,2018-06-08 23:59:59,Q
842,169466,96 street,2018-05-07 09:57:10,2018-06-08 23:59:59,Q
843,165334,25 street,2018-04-09 00:00:00,2018-05-31 23:59:59,Q
844,115018,sea gate road,2018-03-09 00:00:00,2018-04-08 23:58:59,S
845,115765,beach 111 street,2018-03-02 00:00:00,2018-03-12 23:58:59,Q
846,115766,beach 111 street,2018-03-02 00:00:00,2018-03-12 23:58:59,Q
847,75348,roosevelt avenue,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
848,169466,96 street,2018-05-07 09:57:11,2018-06-08 23:59:59,Q
849,67127,27 street,2017-12-21 00:00:00,2018-01-11 23:58:59,Q
850,67127,27 street,2017-12-21 00:00:00,2018-01-11 23:58:59,Q
851,225056,jefferson avenue,2017-10-31 12:29:26,2018-01-01 23:58:59,B
852,65368,108 avenue,2017-11-16 15:06:18,2018-01-01 23:58:59,Q
853,17643,senator street,2018-06-02 00:00:00,2018-06-04 23:58:59,B
854,17643,senator street,2018-06-02 00:00:00,2018-06-04 23:58:59,B
855,118871,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
856,79020,crotona avenue,2017-10-10 15:00:32,2018-01-07 23:59:59,X
857,11862,carlton place,2018-03-05 07:14:19,2018-04-04 23:58:59,S
858,12161,mountainside road,2018-02-28 10:07:48,2018-03-30 23:58:59,S
859,192286,nevins street,2017-11-13 00:00:00,2018-01-01 23:58:59,B
860,126713,harborview place,2018-02-20 00:00:00,2018-03-22 23:58:59,S
861,79023,crotona avenue,2017-10-10 15:00:33,2018-01-07 23:59:59,X
862,79044,crotona avenue,2017-10-10 15:00:35,2018-01-07 23:59:59,X
863,163271,east 8 street,2018-08-22 00:00:00,2018-08-28 23:59:59,B
864,163272,east 8 street,2018-08-22 00:00:00,2018-08-28 23:59:59,B
865,165480,east 58 street,2018-11-11 00:00:00,2018-11-15 23:58:59,M
866,79739,east 182 street,2017-10-10 14:58:55,2018-01-07 23:59:59,X
867,164264,mulberry street,2018-05-05 00:00:00,2018-05-07 23:58:59,M
868,79864,east 182 street,2017-10-10 14:59:00,2018-01-07 23:59:59,X
869,171000,173 street,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
870,171000,173 street,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
871,171006,174 street,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
872,171006,174 street,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
873,229250,102 street,2018-03-28 09:41:38,2018-03-31 23:58:59,Q
874,171007,174 street,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
875,171419,139 avenue,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
876,1714,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
877,164264,mulberry street,2018-05-05 00:00:00,2018-05-07 23:58:59,M
878,164536,west 20 street,2018-04-14 00:00:00,2018-04-23 23:58:59,M
879,132560,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
880,23386,centre street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
881,23408,chambers street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
882,23556,chambers street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
883,164536,west 20 street,2018-04-14 00:00:00,2018-04-23 23:58:59,M
884,1716,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
885,164265,mulberry street,2018-05-05 00:00:00,2018-05-07 23:58:59,M
886,1718,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
887,164265,mulberry street,2018-05-05 00:00:00,2018-05-07 23:58:59,M
888,163458,east 8 street,2018-08-22 00:00:00,2018-08-28 23:59:59,B
889,165480,east 58 street,2018-11-11 00:00:00,2018-11-15 23:58:59,M
890,165480,east 58 street,2018-11-11 00:00:00,2018-11-15 23:58:59,M
891,171394,144 avenue,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
892,257193,richmond terrace,2017-11-02 00:00:00,2018-01-31 23:58:59,S
893,165481,east 58 street,2018-11-11 00:00:00,2018-11-15 23:58:59,M
894,165481,east 58 street,2018-11-11 00:00:00,2018-11-15 23:58:59,M
895,192287,nevins street,2018-01-29 16:24:02,2018-04-01 23:58:59,B
896,164439,suffolk street,2018-05-01 00:00:00,2018-06-02 23:58:59,M
897,236949,west 20 street,2018-03-25 00:00:00,2018-04-09 23:58:59,M
898,165481,east 58 street,2018-11-11 00:00:00,2018-11-15 23:58:59,M
899,31346,moore street,2018-01-05 00:00:00,2018-02-05 23:58:59,B
900,8880,collfield avenue,2017-10-04 12:45:56,2018-01-01 23:58:59,S
901,196577,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
902,31349,leonard street,2018-01-05 00:00:00,2018-02-05 23:58:59,B
903,164231,greene street,2018-10-20 00:00:00,2018-10-29 23:58:59,M
904,164231,greene street,2018-10-20 00:00:00,2018-10-29 23:58:59,M
905,164231,greene street,2018-10-20 00:00:00,2018-10-29 23:58:59,M
906,169522,106 street,2018-05-07 10:12:21,2018-06-08 23:59:59,Q
907,169522,106 street,2018-05-07 10:12:22,2018-06-08 23:59:59,Q
908,16897,95 street,2018-06-21 00:00:00,2018-06-23 23:58:59,B
909,23194,thames street,2018-01-26 00:00:00,2018-04-02 23:58:59,M
910,22835,15 street,2018-03-08 00:00:00,2018-03-13 23:58:59,B
911,23194,thames street,2018-01-26 00:00:00,2018-04-02 23:58:59,M
912,240618,battery park viaduct,2018-03-16 14:16:06,2018-04-02 23:58:59,M
913,240619,battery park viaduct,2018-03-16 14:16:06,2018-04-02 23:58:59,M
914,16186,pauw street,2018-06-11 00:00:00,2018-09-09 23:58:59,S
915,265997,washington avenue,2017-11-03 14:33:49,2018-01-31 23:59:59,X
916,165358,east 48 street,2018-04-20 09:31:44,2018-05-01 23:58:59,M
917,160200,richmond terrace,2018-06-25 00:00:00,2018-07-25 23:58:59,S
918,165071,f d r drive,2018-05-05 00:00:00,2018-05-21 23:58:59,M
919,31356,broadway,2018-01-05 00:00:00,2018-02-05 23:58:59,B
920,31357,broadway,2018-01-05 00:00:00,2018-02-05 23:58:59,B
921,31357,broadway,2018-01-05 00:00:00,2018-02-05 23:58:59,B
922,9007054,andrews avenue,2017-10-16 06:54:30,2018-01-10 23:59:59,X
923,31937,morton street,2017-12-16 00:00:00,2018-01-15 23:58:59,M
924,165447,east 44 street,2018-04-21 00:00:00,2018-04-23 23:58:59,M
925,246489,park row,2018-04-02 00:00:00,2018-04-06 23:59:59,M
926,166344,west 129 street,2018-07-02 12:56:12,2018-08-08 23:58:59,M
927,32020,gansevoort street,2018-01-26 00:00:00,2018-02-02 23:58:59,M
928,32020,gansevoort street,2018-01-26 00:00:00,2018-02-02 23:58:59,M
929,32020,gansevoort street,2018-01-26 00:00:00,2018-02-02 23:58:59,M
930,32020,gansevoort street,2018-01-26 00:00:00,2018-02-02 23:58:59,M
931,236949,west 20 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
932,9003200,clay avenue,2017-11-03 14:29:02,2018-01-31 23:59:59,X
933,9003443,clay avenue,2017-11-03 14:29:01,2018-01-31 23:59:59,X
934,108501,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
935,236949,west 20 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
936,31768,duane street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
937,165334,25 street,2018-04-09 00:00:00,2018-05-31 23:59:59,Q
938,109957,union avenue,2018-01-04 00:00:00,2018-01-09 23:58:59,X
939,109957,union avenue,2018-01-04 00:00:00,2018-01-09 23:58:59,X
940,109957,union avenue,2018-01-04 00:00:00,2018-01-09 23:58:59,X
941,166344,west 129 street,2018-07-02 12:56:13,2018-08-08 23:58:59,M
942,166344,west 129 street,2018-07-02 12:56:14,2018-08-08 23:58:59,M
943,253069,park row,2018-04-02 00:00:00,2018-04-06 23:59:59,M
944,253070,park row,2018-04-02 00:00:00,2018-04-06 23:59:59,M
945,283149,bryant avenue,2017-11-16 14:16:21,2018-01-01 23:58:59,X
946,283149,bryant avenue,2017-11-16 14:16:21,2018-01-01 23:58:59,X
947,283149,bryant avenue,2017-11-16 14:16:22,2018-01-01 23:58:59,X
948,113341,59 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
949,32448,west 11 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
950,167543,east 98 street,2018-04-06 00:00:00,2018-04-23 23:58:59,B
951,167543,east 98 street,2018-04-06 00:00:00,2018-04-23 23:58:59,B
952,283149,bryant avenue,2017-11-27 00:00:00,2018-01-01 23:58:59,X
953,284632,maspeth avenue,2017-11-21 11:01:46,2018-01-01 23:58:59,B
954,167543,east 98 street,2018-04-06 00:00:00,2018-04-23 23:58:59,B
955,32572,west 4 street,2018-01-05 12:48:04,2018-02-02 23:58:59,M
956,8836,collfield avenue,2017-10-04 12:46:00,2018-01-01 23:58:59,S
957,167543,east 98 street,2018-04-06 00:00:00,2018-04-23 23:58:59,B
958,167543,east 98 street,2018-04-06 00:00:00,2018-04-23 23:58:59,B
959,166344,west 129 street,2018-07-02 12:56:14,2018-08-08 23:58:59,M
960,67572,23 street,2017-12-18 00:00:00,2018-01-01 23:58:59,Q
961,32594,washington square north,2018-01-05 12:46:16,2018-02-02 23:58:59,M
962,166344,west 129 street,2018-07-02 12:56:16,2018-08-08 23:58:59,M
963,166344,west 129 street,2018-07-02 12:56:17,2018-08-08 23:58:59,M
964,162958,fleet street,2018-07-02 11:16:30,2018-08-02 23:58:59,B
965,162958,fleet street,2018-07-02 11:16:31,2018-08-02 23:58:59,B
966,24077,water street,2018-03-02 00:00:00,2018-03-12 23:58:59,B
967,24077,water street,2018-03-02 00:00:00,2018-03-12 23:58:59,B
968,24077,water street,2018-03-02 00:00:00,2018-03-12 23:58:59,B
969,13218,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
970,108494,douglas road,2018-02-02 00:00:00,2018-03-04 23:58:59,S
971,108501,douglas road,2018-02-02 00:00:00,2018-03-04 23:58:59,S
972,32622,east 12 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
973,32513,bowery,2017-12-27 08:58:50,2018-03-26 23:58:59,M
974,178032,metropolitan avenue,2018-04-27 14:21:35,2018-07-25 23:59:59,X
975,32622,east 12 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
976,81701,63 avenue,2017-10-20 10:05:35,2018-01-01 23:58:59,Q
977,165114,java street,2018-07-23 00:00:00,2018-07-27 23:59:59,B
978,162274,st marks place,2018-01-01 00:00:00,2018-02-02 23:58:59,B
979,257522,park place,2018-03-29 09:54:34,2018-03-31 23:58:59,M
980,37625,east 77 street,2017-10-16 14:43:10,2018-01-01 23:58:59,M
981,162957,fleet street,2018-01-03 11:32:46,2018-04-03 23:58:59,B
982,162957,fleet street,2018-01-03 11:32:47,2018-04-03 23:58:59,B
983,257522,park place,2018-03-29 09:54:35,2018-03-31 23:58:59,M
984,257522,park place,2018-03-29 09:54:35,2018-03-31 23:58:59,M
985,257523,park place,2018-03-29 09:54:34,2018-03-31 23:58:59,M
986,257523,park place,2018-03-29 09:54:35,2018-03-31 23:58:59,M
987,165115,java street,2018-07-23 00:00:00,2018-07-27 23:59:59,B
988,166345,west 129 street,2018-07-02 12:56:10,2018-08-08 23:58:59,M
989,257523,park place,2018-03-29 09:54:35,2018-03-31 23:58:59,M
990,166345,west 129 street,2018-07-02 12:56:17,2018-08-08 23:58:59,M
991,168805,beach channel drive,2018-09-17 00:00:00,2018-11-19 23:59:59,Q
992,271331,west 52 street,2018-03-03 00:00:00,2018-03-12 23:58:59,M
993,106944,west 155 street,2018-01-16 11:42:46,2018-04-16 23:58:59,M
994,106944,west 155 street,2018-01-16 11:42:48,2018-04-16 23:58:59,M
995,160190,innis street,2017-12-29 00:00:00,2018-03-29 23:58:59,S
996,160190,innis street,2017-12-29 00:00:00,2018-03-29 23:58:59,S
997,168807,beach channel drive,2018-09-17 00:00:00,2018-11-19 23:59:59,Q
998,160200,richmond terrace,2017-11-02 00:00:00,2018-01-31 23:58:59,S
999,160201,richmond terrace,2017-11-02 00:00:00,2018-01-31 23:58:59,S
1000,271331,west 52 street,2018-03-03 00:00:00,2018-03-12 23:58:59,M
1001,271331,west 52 street,2018-03-03 00:00:00,2018-03-12 23:58:59,M
1002,271332,west 52 street,2018-03-03 00:00:00,2018-03-12 23:58:59,M
1003,106944,west 155 street,2018-01-16 11:42:48,2018-04-16 23:58:59,M
1004,106944,west 155 street,2018-01-16 11:45:37,2018-04-16 23:58:59,M
1005,160836,north ramp viaduct,2017-11-30 00:00:00,2018-01-01 23:58:59,S
1006,160836,north ramp viaduct,2017-11-30 00:00:00,2018-01-01 23:58:59,S
1007,44345,olive street,2017-12-06 00:00:00,2018-01-01 23:58:59,B
1008,164731,west 49 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
1009,44411,melrose street,2017-12-01 00:00:00,2018-01-02 23:58:59,B
1010,33799,west 28 street,2018-02-24 00:00:00,2018-03-05 23:58:59,M
1011,33926,west 36 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1012,181680,94 avenue,2018-04-23 00:00:00,2018-05-23 23:59:59,Q
1013,106944,west 155 street,2018-01-16 11:45:38,2018-04-16 23:58:59,M
1014,8218,vermont court,2017-10-19 14:52:19,2018-01-01 23:58:59,S
1015,33926,west 36 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1016,33926,west 36 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1017,34045,west 37 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1018,34192,west 44 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1019,113340,59 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
1020,113341,59 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
1021,113341,59 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
1022,271350,west 53 street,2018-02-24 00:00:00,2018-03-12 23:58:59,M
1023,34192,west 44 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1024,34210,west 50 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1025,37544,east 78 street,2018-01-26 00:00:00,2018-02-26 23:58:59,M
1026,166123,east 104 street,2018-01-02 13:27:47,2018-01-20 23:58:59,M
1027,166124,east 104 street,2018-01-02 13:27:47,2018-01-20 23:58:59,M
1028,8224,mountainview avenue,2017-10-19 14:52:35,2018-01-01 23:58:59,S
1029,8225,portage avenue,2017-10-19 14:52:26,2018-01-01 23:58:59,S
1030,166124,east 104 street,2018-01-02 13:27:47,2018-01-20 23:58:59,M
1031,37890,east 92 street,2018-01-27 00:00:00,2018-02-05 23:58:59,M
1032,37890,east 92 street,2018-01-27 00:00:00,2018-02-05 23:58:59,M
1033,34210,west 50 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1034,47382,hinsdale street,2018-01-05 15:47:31,2018-02-02 23:58:59,B
1035,34210,west 50 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1036,47386,williams avenue,2018-01-05 15:47:33,2018-02-02 23:58:59,B
1037,9005231,knickerbocker avenue,2017-10-31 12:28:40,2018-01-01 23:58:59,B
1038,275233,bond street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1039,275233,bond street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1040,36136,east 54 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1041,36136,east 54 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1042,36136,east 54 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1043,275234,bond street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1044,36667,east 70 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1045,166345,west 129 street,2017-11-20 00:00:00,2018-01-01 23:58:59,M
1046,166345,west 129 street,2017-11-20 00:00:00,2018-01-01 23:58:59,M
1047,166345,west 129 street,2017-11-21 11:18:57,2018-01-01 23:58:59,M
1048,275234,bond street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1049,36667,east 70 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1050,36667,east 70 street,2018-02-24 00:00:00,2018-02-26 23:58:59,M
1051,127606,east 40 street,2018-01-20 00:00:00,2018-01-22 23:58:59,M
1052,13288,douglas road,2018-02-02 00:00:00,2018-03-04 23:58:59,S
1053,120963,east 162 street,2018-01-05 13:01:28,2018-01-27 23:58:59,X
1054,237001,west 29 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
1055,23862,clark street,2018-01-04 00:00:00,2018-01-09 23:58:59,B
1056,189047,centre street,2018-03-14 10:06:38,2018-06-04 23:58:59,M
1057,1806,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
1058,101470,233 street,2017-11-13 09:57:09,2018-01-01 23:58:59,Q
1059,101482,233 street,2017-11-13 09:57:08,2018-01-01 23:58:59,Q
1060,37848,east 81 street,2018-02-17 00:00:00,2018-02-26 23:58:59,M
1061,43083,sterling place,2018-02-24 00:00:00,2018-02-26 23:58:59,B
1062,48459,adler place,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1063,101837,248 street,2017-10-20 14:58:17,2018-01-01 23:58:59,Q
