,SEGMENTID,ONSTREETNAME,WORK_START_DATE,WORK_END_DATE,BOROUGH_CODE
13251,164079,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13252,164079,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13253,164080,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13254,164080,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13255,164080,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13256,164080,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13257,33649,west 26 street,2018-05-21 00:00:00,2018-06-01 23:59:59,M
13258,33648,8 avenue,2018-05-14 00:00:00,2018-05-25 23:59:59,M
13259,164342,suffolk street,2018-07-30 00:00:00,2018-08-29 23:58:59,M
13260,29478,claver place,2018-11-29 00:00:00,2018-12-03 23:59:59,B
13261,164080,broadway,2018-07-27 00:00:00,2018-07-30 23:58:59,B
13262,164342,suffolk street,2018-06-11 16:53:35,2018-07-30 23:58:59,M
13263,34978,north 13 street,2018-05-16 00:00:00,2018-05-20 23:58:59,B
13264,34978,north 13 street,2018-05-16 00:00:00,2018-05-20 23:58:59,B
13265,34978,north 13 street,2018-05-16 00:00:00,2018-05-20 23:58:59,B
13266,162958,fleet street,2018-11-02 11:36:00,2018-12-31 23:58:59,B
13267,23147,old slip,2018-08-20 16:34:30,2018-09-11 23:58:59,M
13268,23147,old slip,2018-08-20 16:34:31,2018-09-11 23:58:59,M
13269,23205,cedar street,2018-08-27 00:00:00,2018-09-28 23:58:59,M
13270,164343,suffolk street,2018-06-11 16:53:37,2018-07-30 23:58:59,M
13271,164343,suffolk street,2018-06-11 16:53:38,2018-07-30 23:58:59,M
13272,163295,shore parkway,2018-07-25 00:00:00,2018-07-30 23:59:59,B
13273,166998,east 38 street,2018-11-02 00:00:00,2018-11-07 23:59:59,B
13274,166999,east 38 street,2018-11-02 00:00:00,2018-11-07 23:59:59,B
13275,23855,love lane,2018-07-16 00:00:00,2018-07-20 23:59:59,B
13276,23865,willow street,2018-07-12 00:00:00,2018-07-20 23:59:59,B
13277,164342,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
13278,23867,willow street,2018-07-12 00:00:00,2018-07-20 23:59:59,B
13279,23216,john street,2018-08-31 12:36:36,2018-10-01 23:58:59,M
13280,166344,west 129 street,2018-04-08 00:00:00,2018-07-02 23:58:59,M
13281,166344,west 129 street,2018-04-08 00:00:00,2018-07-02 23:58:59,M
13282,34118,west 58 street,2018-04-14 00:00:00,2018-04-23 23:58:59,M
13283,34198,west 46 street,2018-04-14 00:00:00,2018-04-23 23:58:59,M
13284,34198,west 46 street,2018-04-14 00:00:00,2018-04-23 23:58:59,M
13285,34198,west 46 street,2018-04-14 00:00:00,2018-04-23 23:58:59,M
13286,34947,north 7 street,2018-02-08 00:00:00,2018-05-01 23:58:59,B
13287,164343,suffolk street,2018-07-30 00:00:00,2018-08-29 23:58:59,M
13288,167341,east 96 street,2018-10-31 00:00:00,2018-11-09 23:59:59,B
13289,254189,east 22 street,2018-07-02 00:00:00,2018-07-06 23:59:59,B
13290,254190,east 22 street,2018-07-02 00:00:00,2018-07-06 23:59:59,B
13291,164342,suffolk street,2018-06-11 16:53:38,2018-07-30 23:58:59,M
13292,164342,suffolk street,2018-07-06 11:48:58,2018-07-30 23:58:59,M
13293,165553,east 65 street,2018-07-02 00:00:00,2018-07-13 23:59:59,M
13294,164343,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
13295,164343,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
13296,164343,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
13297,56244,132 street,2018-04-20 09:32:17,2018-05-11 23:58:59,Q
13298,56244,132 street,2018-04-20 09:59:03,2018-05-11 23:58:59,Q
13299,34220,west 54 street,2018-06-22 00:00:00,2018-07-02 23:58:59,M
13300,34220,west 54 street,2018-06-22 00:00:00,2018-07-02 23:58:59,M
13301,34220,west 54 street,2018-06-22 00:00:00,2018-07-02 23:58:59,M
13302,29556,claver place,2018-11-29 00:00:00,2018-12-03 23:59:59,B
13303,166133,east 107 street,2018-09-21 16:44:13,2018-11-21 23:58:59,M
